vehicle_id,title,description,availability,state_of_vehicle,condition,price,url,image[0].url,image[1].url,make,model,year,mileage.value,mileage.unit,fuel_type,transmission,body_style,address.addr1,address.city,address.region,address.postal_code,address.country,latitude,longitude
94,FORD KA 1.5 SEL 5P L18,FORD KA 1.5 SEL 5P L18,AVAILABLE,USED,OTHER,18800000 ARS,https://caradvice.com.ar/autos/94,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F94%2F1757950443443.d29dd836-ecc7-4608-83ca-17811a66c679.JPG,"https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F94%2F1757950443642.a7fa06d8-2a55-4763-b432-17cabb3e813d.JPG,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F94%2F1757950443727.81c57015-b28f-43bc-b14b-ce6ba93662ba.JPG,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F94%2F1757950443816.2ec471e4-222e-47bc-8976-920936e5a819.JPG,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F94%2F1757950443854.57ea7a70-14d8-4b10-82f3-5b8cc3af690d.JPG,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F94%2F1757950443919.1f713488-b032-4774-9913-77dcd984aedb.JPG,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F94%2F1757950443958.11e5e937-9cb8-4175-8ace-ed5e83ff660e.JPG,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F94%2F1757950444005.430e4e58-0465-450d-9034-7d030a1ea7f2.JPG,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F94%2F1757950444030.3254cae1-f38b-4195-8e29-8ff563cfe4e7.JPG,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F94%2F1757950444058.5492c5ae-e9d2-42c4-b246-83d53e11fa4b.JPG,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F94%2F1757950444080.9144c9ad-53b3-4e7a-9bd7-3b22a0a08042.JPG",FORD,KA,2019,104000,KM,GASOLINE,MANUAL,HATCHBACK,Octavio Pinto 3024,Cordoba,Cordoba,5000,AR,-31.4167,-64.1833
96,FORD MAVERICK 2.0 T 4X4 LARIAT AT8 L21,FORD MAVERICK 2.0 T 4X4 LARIAT AT8 L21,AVAILABLE,USED,OTHER,45000000 ARS,https://caradvice.com.ar/autos/96,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F96%2F1763056457634.IMG-20251113-WA0020.jpg,"https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F96%2F1763056457656.IMG-20251113-WA0036.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F96%2F1763056457660.IMG-20251113-WA0029.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F96%2F1763056457699.IMG-20251113-WA0023.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F96%2F1763056457767.IMG-20251113-WA0028.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F96%2F1763056457805.IMG-20251113-WA0022.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F96%2F1763056457869.IMG-20251113-WA0021.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F96%2F1763056457920.IMG-20251113-WA0025.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F96%2F1763056457946.IMG-20251113-WA0026.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F96%2F1763056457968.IMG-20251113-WA0027.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F96%2F1763056457990.IMG-20251113-WA0030.jpg",FORD,MAVERICK,2022,113000,KM,GASOLINE,AUTOMATIC,PICKUP,Octavio Pinto 3024,Cordoba,Cordoba,5000,AR,-31.4167,-64.1833
97,TOYOTA YARIS 1.5 XS CVT 5P,TOYOTA YARIS 1.5 XS CVT 5P,AVAILABLE,USED,OTHER,30500000 ARS,https://caradvice.com.ar/autos/97,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F97%2F1761764009245.IMG-20251029-WA0302.jpg,"https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F97%2F1761764009309.IMG-20251029-WA0303.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F97%2F1761764009460.IMG-20251029-WA0301.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F97%2F1761764009653.IMG-20251029-WA0300.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F97%2F1761764009774.IMG-20251029-WA0304.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F97%2F1761764009911.IMG-20251029-WA0299.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F97%2F1761764010043.IMG-20251029-WA0305.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F97%2F1761764010167.IMG-20251029-WA0306.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F97%2F1761764010275.IMG-20251029-WA0307.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F97%2F1761764010417.IMG-20251029-WA0309.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F97%2F1761764010501.IMG-20251029-WA0308.jpg",TOYOTA,YARIS,2025,19400,KM,GASOLINE,AUTOMATIC,HATCHBACK,Octavio Pinto 3024,Cordoba,Cordoba,5000,AR,-31.4167,-64.1833
98,FORD RANGER 2.2 TDI 4X2 DC XL SAF. L16,FORD RANGER 2.2 TDI 4X2 DC XL SAF. L16,AVAILABLE,USED,OTHER,27500000 ARS,https://caradvice.com.ar/autos/98,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F98%2F1761246976544.IMG-20251023-WA0344.jpg,"https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F98%2F1761246976629.IMG-20251023-WA0346.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F98%2F1761246976764.IMG-20251023-WA0341.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F98%2F1761246976862.IMG-20251023-WA0345.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F98%2F1761246976917.IMG-20251023-WA0342.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F98%2F1761246977004.IMG-20251023-WA0343.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F98%2F1761246977046.IMG-20251023-WA0347.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F98%2F1761246977085.IMG-20251023-WA0348.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F98%2F1761246977180.IMG-20251023-WA0349.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F98%2F1761246977241.IMG-20251023-WA0350.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F98%2F1761246977303.IMG-20251023-WA0351.jpg",FORD,RANGER,2018,109000,KM,DIESEL,MANUAL,PICKUP,Octavio Pinto 3024,Cordoba,Cordoba,5000,AR,-31.4167,-64.1833
99,JEEP COMPASS 1.3 T 270 SPORT AT6 L21,JEEP COMPASS 1.3 T 270 SPORT AT6 L21,AVAILABLE,USED,OTHER,27900 USD,https://caradvice.com.ar/autos/99,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F99%2F1763480095929.IMG-20251118-WA0184.jpg,"https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F99%2F1763480096019.IMG-20251118-WA0170.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F99%2F1763480096504.IMG-20251118-WA0185.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F99%2F1763480096722.IMG-20251118-WA0172.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F99%2F1763480096850.IMG-20251118-WA0183.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F99%2F1763480097244.IMG-20251118-WA0168.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F99%2F1763480097434.IMG-20251118-WA0169.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F99%2F1763480097927.IMG-20251118-WA0174.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F99%2F1763480098073.IMG-20251118-WA0175.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F99%2F1763480098180.IMG-20251118-WA0176.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F99%2F1763480098407.IMG-20251118-WA0177.jpg",JEEP,COMPASS,2022,36600,KM,GASOLINE,AUTOMATIC,SUV,Octavio Pinto 3024,Cordoba,Cordoba,5000,AR,-31.4167,-64.1833
100,TOYOTA SW4 TDI SRV CUERO AT L12,TOYOTA SW4 TDI SRV CUERO AT L12,AVAILABLE,USED,OTHER,27500 USD,https://caradvice.com.ar/autos/100,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F100%2F1766074852955.WhatsApp%20Image%202025-12-18%20at%2012.20.24.jpeg,"https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F100%2F1766074852970.WhatsApp%20Image%202025-12-18%20at%2012.20.24%20(1).jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F100%2F1766074852977.WhatsApp%20Image%202025-12-18%20at%2012.20.23.jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F100%2F1766074853061.WhatsApp%20Image%202025-12-18%20at%2012.20.25%20(1).jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F100%2F1766074853119.WhatsApp%20Image%202025-12-18%20at%2012.20.23%20(1).jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F100%2F1766074853183.WhatsApp%20Image%202025-12-18%20at%2012.20.25.jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F100%2F1766074853251.WhatsApp%20Image%202025-12-18%20at%2012.20.26%20(1).jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F100%2F1766074853412.WhatsApp%20Image%202025-12-18%20at%2012.20.26%20(2).jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F100%2F1766074853499.WhatsApp%20Image%202025-12-18%20at%2012.20.26.jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F100%2F1766074853585.WhatsApp%20Image%202025-12-18%20at%2012.20.27%20(1).jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F100%2F1766074853656.WhatsApp%20Image%202025-12-18%20at%2012.20.27.jpeg",TOYOTA,SW4,2013,201000,KM,DIESEL,AUTOMATIC,SUV,Octavio Pinto 3024,Cordoba,Cordoba,5000,AR,-31.4167,-64.1833
101,BMW 118 I SPORT 5P AT,BMW 118 I SPORT 5P AT,AVAILABLE,USED,OTHER,32500 USD,https://caradvice.com.ar/autos/101,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F101%2F1761764479097.IMG-20251029-WA0322.jpg,"https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F101%2F1761764479131.IMG-20251029-WA0323.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F101%2F1761764479234.IMG-20251029-WA0319.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F101%2F1761764479302.IMG-20251029-WA0325.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F101%2F1761764479392.IMG-20251029-WA0320.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F101%2F1761764479491.IMG-20251029-WA0321.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F101%2F1761764479597.IMG-20251029-WA0328.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F101%2F1761764479666.IMG-20251029-WA0330.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F101%2F1761764479714.Imagen%20de%20WhatsApp%202025-10-29%20a%20las%2015.31.07_6347d4d.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F101%2F1761764479787.IMG-20251029-WA0333.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F101%2F1761764479848.Imagen%20de%20WhatsApp%202025-10-29%20a%20las%2015.31.07_6033737.jpg",BMW,118,2019,44000,KM,GASOLINE,AUTOMATIC,HATCHBACK,Octavio Pinto 3024,Cordoba,Cordoba,5000,AR,-31.4167,-64.1833
102,VOLKSWAGEN SURAN 1.6 CROSS HIGHLINE L15,VOLKSWAGEN SURAN 1.6 CROSS HIGHLINE L15,AVAILABLE,USED,OTHER,18400000 ARS,https://caradvice.com.ar/autos/102,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F102%2F1755540181855.ee29c75a-3358-47aa-9b3a-455224b47235.jpeg,"https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F102%2F1755540182127.7df6c4ed-4b34-4907-bd73-51832a2f49f8.jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F102%2F1755540182284.0c4370ef-5236-4703-ab71-5879f02ae89c.jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F102%2F1755540182378.adfdd09b-eb47-41a9-ba2a-3c89d90ec70e.jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F102%2F1755540182462.19cde060-ef96-4628-bb96-1a0f54267786.jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F102%2F1755540182514.dd46da94-ec4b-43c1-8d24-6308c87ee918.jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F102%2F1755540182561.a96962e1-dc04-4b96-ae4a-944a554521f8.jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F102%2F1755540182616.f90de985-e745-4936-a546-12afd1c1b1fb.jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F102%2F1755540182641.33045abc-8b82-4e43-9ab1-76b007c7b24a.jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F102%2F1755540182663.90847500-7ea5-48b3-9c2b-27fe3c745bd6.jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F102%2F1755540182713.91781ce4-42d9-48f6-8f8c-ba8d24ca5acb.jpeg",VOLKSWAGEN,SURAN,2015,103000,KM,GASOLINE,MANUAL,SUV,Octavio Pinto 3024,Cordoba,Cordoba,5000,AR,-31.4167,-64.1833
103,VOLKSWAGEN T-CROSS 1.6 HIGHLINE AT6 L19,VOLKSWAGEN T-CROSS 1.6 HIGHLINE AT6 L19,AVAILABLE,USED,OTHER,32000000 ARS,https://caradvice.com.ar/autos/103,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F103%2F1766091570071.WhatsApp%20Image%202025-12-18%20at%2017.55.23.jpeg,"https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F103%2F1766091570685.WhatsApp%20Image%202025-12-18%20at%2017.55.14.jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F103%2F1766091570879.WhatsApp%20Image%202025-12-18%20at%2017.55.19.jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F103%2F1766091571084.WhatsApp%20Image%202025-12-18%20at%2017.55.17.jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F103%2F1766091571392.WhatsApp%20Image%202025-12-18%20at%2017.55.22.jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F103%2F1766091572031.WhatsApp%20Image%202025-12-18%20at%2017.55.11.jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F103%2F1766091573195.WhatsApp%20Image%202025-12-18%20at%2017.55.24%20(2).jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F103%2F1766091573876.WhatsApp%20Image%202025-12-18%20at%2017.55.24%20(1).jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F103%2F1766091574098.WhatsApp%20Image%202025-12-18%20at%2017.55.25.jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F103%2F1766091574380.WhatsApp%20Image%202025-12-18%20at%2017.55.25%20(2).jpeg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F103%2F1766091574718.WhatsApp%20Image%202025-12-18%20at%2017.55.25%20(1).jpeg",VOLKSWAGEN,T-CROSS,2019,62800,KM,GASOLINE,AUTOMATIC,SUV,Octavio Pinto 3024,Cordoba,Cordoba,5000,AR,-31.4167,-64.1833
104,VOLKSWAGEN VENTO 2.0 T SI GLI NAV DSG L16,VOLKSWAGEN VENTO 2.0 T SI GLI NAV DSG L16,AVAILABLE,USED,OTHER,29500 USD,https://caradvice.com.ar/autos/104,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F104%2F1764772564623.IMG-20251203-WA0155.jpg,"https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F104%2F1764772564699.IMG-20251203-WA0156.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F104%2F1764772564887.IMG-20251203-WA0152.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F104%2F1764772565009.IMG-20251203-WA0160.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F104%2F1764772565142.IMG-20251203-WA0153.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F104%2F1764772565545.IMG-20251203-WA0154.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F104%2F1764772565706.IMG-20251203-WA0157.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F104%2F1764772565872.IMG-20251203-WA0158.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F104%2F1764772566088.IMG-20251203-WA0159.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F104%2F1764772566340.IMG-20251203-WA0161.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F104%2F1764772566607.IMG-20251203-WA0163.jpg",VOLKSWAGEN,VENTO,2017,70600,KM,GASOLINE,AUTOMATIC,SEDAN,Octavio Pinto 3024,Cordoba,Cordoba,5000,AR,-31.4167,-64.1833
105,RENAULT KANGOO 1.6 EXPRESS CONFORT 1 PLC AA L08,RENAULT KANGOO 1.6 EXPRESS CONFORT 1 PLC AA L08,AVAILABLE,USED,OTHER,13500000 ARS,https://caradvice.com.ar/autos/105,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F105%2F1758841841547.IMG-20250925-WA0330.jpg,"https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F105%2F1758841841697.IMG-20250925-WA0337.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F105%2F1758841841833.IMG-20250925-WA0332.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F105%2F1758841841960.IMG-20250925-WA0336.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F105%2F1758841842009.IMG-20250925-WA0333.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F105%2F1758841842093.IMG-20250925-WA0331.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F105%2F1758841842142.IMG-20250925-WA0334.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F105%2F1758841842167.IMG-20250925-WA0335.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F105%2F1758841842192.IMG-20250925-WA0338.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F105%2F1758841842223.IMG-20250925-WA0339.jpg,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F105%2F1758841842283.IMG-20250925-WA0340.jpg",RENAULT,KANGOO,2013,173500,KM,GASOLINE,MANUAL,VAN,Octavio Pinto 3024,Cordoba,Cordoba,5000,AR,-31.4167,-64.1833
106,RENAULT STEPWAY 1.6 INTENS L19,RENAULT STEPWAY 1.6 INTENS L19,AVAILABLE,USED,OTHER,26000000 ARS,https://caradvice.com.ar/autos/106,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F106%2F1754497362723.efb06fb6-e455-41da-9bb7-dd1547baf5fb%202.JPG,"https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F106%2F1754497362805.61020b3b-b67c-4cc6-81ed-8d9ee35c7798%202.JPG,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F106%2F1754497362839.1e89904f-64ab-4116-90c8-62d4ecce2ce4%202.JPG,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F106%2F1754497362877.b2be7641-94ea-4409-b959-06baeeac3078%202.JPG,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F106%2F1754497362909.30524677-565c-4a05-baa6-0aff065417cb%202.JPG,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F106%2F1754497362937.640e3242-4efd-4867-8fff-a163d846a205%202.JPG,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F106%2F1754497362981.0fd4b0f6-5c22-421a-b6c0-14e90419874f%202.JPG,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F106%2F1754497363009.7fb35ccd-f05e-47e8-bbf6-e9f6294a8812%202.JPG,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F106%2F1754497363039.9e93dd6b-0eee-4a35-8b6a-01ada212b185%202.JPG,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F106%2F1754497363059.15f3955f-4d40-447c-aee7-8c2aa3a256bc%202.JPG,https://api-caradvice.duckdns.org/api/image?path=%2Fopt%2Fcaradvice-media%2Fimages%2Fautos%2F106%2F1754497363077.292e1945-ce31-42b6-b30c-c5ede5546361%202.JPG",RENAULT,STEPWAY,2023,69500,KM,GASOLINE,MANUAL,HATCHBACK,Octavio Pinto 3024,Cordoba,Cordoba,5000,AR,-31.4167,-64.1833
